,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,92.76955908396232,102.36848923238382,90.46002266196544,103.58117292560003,89.69924957107611,103.86142999097278,105.30808341387834,96.41116521040816,97.77922958204759,95.55373823237721,99.30650626068473,112.056115362797,101.52294300742098,99.31280226450619,93.79030345770263,96.85052785170238,103.56642998301595,97.78024955054808,107.2114007759018,93.6048972435747
0.1111111111111111,90.59056771888262,96.10185813250335,92.3661923131234,107.39004164913324,83.7514972883728,103.58514789053255,117.48804548855173,99.56660056724445,95.1921803896115,86.96509960536973,89.26983722005178,117.18702240919797,101.97047586297892,111.06758536704602,99.95147804017853,97.33115309934894,111.81190098224288,95.87002153480827,109.91856993548768,93.26646243156905
0.2222222222222222,95.80391112513614,108.7387089296372,91.32498417274408,102.56272412405481,77.62505313566759,99.36790851946083,119.98039724285579,92.45625722649473,95.71290046802707,75.91920657778145,90.33200743251697,115.27714235244734,100.6852200288983,105.33404000716602,96.91377121882493,92.67360457563795,114.81765315004718,100.85526125228851,103.20698836776403,86.58522653160698
0.3333333333333333,110.8308641902626,103.61856757173729,84.52458461820038,103.90229000212756,80.15155180843706,97.68686944410824,126.44978469179368,95.00873795947163,92.82492099889438,75.42951277056962,105.08541437606245,110.89099667188786,106.49238307179847,100.75943420026445,87.30039682490387,97.70018977318486,117.16408237764139,103.08483498129281,100.79782300791284,90.87009991471263
0.4444444444444444,101.52681099535803,105.88652876897908,86.67618396482831,109.35854302638064,83.3531109994219,99.63912438611247,128.0053562907418,89.93497516585734,89.84394402228084,71.87398545959026,111.95831052575049,120.42268846985453,106.72483048234594,101.77302598851755,93.95117291617,90.86776844297135,121.74307318342304,109.92257368130669,104.33009713877249,101.66841706561888
0.5555555555555556,99.57706277389575,109.12527027524983,86.0206861421252,103.15887210924805,85.4121512466528,99.54322014840935,138.58087166041798,101.11009438548109,87.78526457550001,75.0742121517273,110.13844744372608,121.91337533369455,88.04928171566883,100.76895021898673,98.67621826182452,91.74820520047425,132.472282088939,101.26750116363085,108.97553645840333,95.48624366620724
0.6666666666666666,90.47731368911512,101.09130543332358,85.6902676177529,107.11321268627336,89.58187118595697,107.07502924343515,132.00492581745246,109.01151035550545,95.11544853184255,75.72989255505051,108.71378777240699,124.50152789164966,86.51084510530603,101.0047406946518,97.84519658284607,93.95200020917777,125.94570952108973,100.06692618593796,115.57463796509954,85.7804251173928
0.7777777777777777,91.44263873936045,102.39791185911307,81.8442589808545,104.74567701931896,91.09778640720289,118.08377081390495,141.92081065078617,107.36239347826051,96.52374689259207,75.60076964756217,110.38411723168895,143.00795853440664,93.22283120046866,102.03751730534538,107.02831231217374,94.06623645665422,124.81836847654324,98.13851459791748,118.00578918226927,92.21325507215563
0.8888888888888888,86.62764060060861,111.02358585701897,74.39689308859617,99.03561551318067,88.75645548227625,117.87633915417992,137.44749715013057,102.2182691256685,104.85821197934094,78.00822721699443,110.68871836930305,158.78241518971222,99.35618303422159,101.48537379474571,120.25106179028515,93.74586405623072,122.21481854573422,105.72697580019677,119.17230368203332,84.85192366646088
1.0,88.65533172645193,108.30012167645144,69.10842924349645,101.35942845749881,90.33517323697879,117.4323617143378,134.95697592348628,105.30795405959583,111.50072174079213,75.53130869083928,106.1745921907429,160.64583553851944,101.18161752940209,96.45640794917135,122.3703000643631,96.21538471629178,128.92470710117001,101.96050996022821,104.3668085233751,77.737236920404
